"3191341056,""3191406591"",""GT"",""Guatemala"""
"3191670016,""3191670271"",""GT"",""Guatemala"""
"3191681536,""3191681791"",""GT"",""Guatemala"""
"3194188800,""3194189823"",""GT"",""Guatemala"""
"3194515456,""3194519551"",""GT"",""Guatemala"""
"3194667008,""3194675199"",""GT"",""Guatemala"""
